CaseLocation,Expenses,LengthAbandoned
2214 S SHELBY ST,344.75,1103
2214 W MADISON ST,2649.19,1534
2215 W BROADWAY,0,1446
2215 W BURNETT AVE 1,674,548
2215 W BURNETT AVE 2,216.5,691
2215 W CHESTNUT ST,2888.24,1534
2215 W MADISON ST,5114.26,1444
2216 PLANTATION DR,233,166
2216 PORTLAND AVE,3950.22,1501
2216 STANDARD AVE,2901.4700000000003,1486
2216 W MAIN ST B,620.44,416
2217 BRIARGATE ST,2260.5,1585
2217 CEDAR ST,4301.07,1571
2217 GOLDSMITH LN,1259.25,625
2217 MAPLE ST,108.25,1055
2218 FLAT ROCK RD,1540.87,1551
2218 ST XAVIER ST,177.24,1117
2218 W MADISON ST,882.75,369
2218 W OAK ST,4152.22,1584
2219 CEDAR ST,4390.67,1571
2219 MAPLE ST,279,1055
2219 S 9TH ST,687.5,362
2219 W KENTUCKY ST,672.5699999999999,418
2219 W MUHAMMAD ALI BLVD,471,362
2219 W OAK ST,775.75,1495
2219 W ORMSBY AVE,203,670
2219 WOODLAND AVE,5377.53,1524
222 BONNIE LN,853.5,1257
222 DR W J HODGE ST 1,33.25,1481
222 DR W J HODGE ST 2,288.25,1481
222 DR W J HODGE ST 4,72.08,1376
222 N 26TH ST,6474.22,1510
222 S 24TH ST,1609.1100000000001,710
222 S 25TH ST,3132.24,1437
2220 HOWARD ST,847.6800000000001,1047
2220 W MADISON ST,508.74,369
2220 W MAIN ST,376.63,1271
2221 CEDAR ST,0,1409
2221 ELMHURST AVE,2430.58,1286
2221 OSAGE AVE,5520.85,1571
2221 STANDARD AVE,62.5,1081
2221 W MUHAMMAD ALI BLVD,125,1102
2221 W ORMSBY AVE,2012.25,1426
2221 WOODLAND AVE,0,660
2222 DUMESNIL ST,695.11,346
2222 EDDY ST,145.69,1426
2222 FAIRLAND AVE,0,711
2222 GARFIELD AVE,259.47,771
2222 ST XAVIER ST,2247.72,1138
2222 W MADISON ST,940.18,1194
2223 CARMACK CT,0,33
2223 CEDAR ST,1599.5,1481
2223 LYTLE ST,2886.98,1234
2223 MAPLE ST,317.33,1055
2223 W ORMSBY AVE,2330.7,1166
2224 MAGAZINE ST,1051,956
2224 W JEFFERSON ST 1,989.2,1468
2224 W MADISON ST,4863.53,1444
2224 W ORMSBY AVE,310.5,1223
2225 7TH STREET RD,412.25,1383
2225 CEDAR ST,1855.75,1535
2225 MAPLE ST,177.48,1054
2225 W MUHAMMAD ALI BLVD,346.13,1529
2225 WOODLAND AVE,2218.15,1102
2226 EDDY ST,1359,1418
2227 DUMESNIL ST,2870.25,1452
2227 W MADISON ST,93.75,803
2228 ST XAVIER ST,2096.69,1138
2228 W MUHAMMAD ALI BLVD,101.5,51
2229 BEARGRASS AVE,216.5,711
2229 CEDAR ST,436.5,935
2229 W CHESTNUT ST,121.5,190
2229 W MADISON ST,5906.9,1444
2229 W OAK ST,777.2,493
223 BONNIE LN,0,425
223 MARYTENA DR,649.5,421
223 N 21ST ST,863.41,57
223 N 32ND ST,62.5,991
223 OTTAWA AVE,825.2,74
223 S 23RD ST,129,1489
223 S 25TH ST,350.25,730
223 S 26TH ST,2142.07,1481
223 S 32ND ST,526.75,1194
223 S 43RD ST,0,768
223 WELBURN DR,1957.8400000000001,1557
2230 HALE AVE,5090.22,1569
2230 MAGAZINE ST,4862.84,1524
2230 ST XAVIER ST,2576.24,1573
2230 W MAIN ST,734.5,68
2231 DUNCAN ST,2051.38,799
2231 GRIFFITHS AVE,2805.72,1425
2232 W MUHAMMAD ALI BLVD 1,0,47
2233 W CHESTNUT ST,246.5,331
2233 W KENTUCKY ST,565.25,1265
2234 DATE ST,1399.9,1419
2234 GARLAND AVE,5230.22,1534
2234 W MUHAMMAD ALI BLVD,5121.75,1499
2234 W OAK ST,95.75,1382
2235 7TH STREET RD,7991.47,1375
2235 RICHLAND AVE,0,89
2235 W CHESTNUT ST,3671.63,1391
2235 W MUHAMMAD ALI BLVD,95.75,1369
2236 W CHESTNUT ST,848.5,1534
2236 W MUHAMMAD ALI BLVD,1204.5,1347
2237 GRAND AVE,4193.66,1572
2237 OSAGE AVE,62.5,47
2237 W KENTUCKY ST,62.5,137
2237 W MUHAMMAD ALI BLVD,108.25,1499
2237 W OAK ST,558.2,792
2239 CEDAR ST,1170.5,1124
2239 DUMESNIL ST,0,179
2239 W KENTUCKY ST,0,1215
224 GLENDORA AVE,526.7,1553
224 S 23RD ST,0,736
224 S 24TH ST,2723.84,1481
224 S 25TH ST,126,611
224 SHAWNEE DR,0,929
2241 CEDAR ST,2356.75,1143
2243 DATE ST,1799.1,1584
2244 OSAGE AVE,134,1139
2247 BRADFORD DR,101.5,334
2247 DATE ST,381.54,1249
225 IROQUOIS AVE,1272.63,421
225 MCBROOM DR,1585.7,1550
225 S 24TH ST,3020,1480
225 S 26TH ST,1357.75,1131
225 S 41ST ST,62.5,773
2252 LIVERPOOL LN,797.75,502
2258 PAYNE ST,384.21,1165
226 ARDELLA CT,0,33
226 E BURNETT AVE,939.25,754
226 GHEENS AVE,0,1440
226 N 32ND ST,1123,1451
226 NOTTING HILL BLVD,0,1180
226 SHAWNEE DR,1503.08,768
226 ST JOSEPH ST,606.25,674
226 W BROADWAY,0,103
2264 BEARGRASS AVE,1684.75,1090
227 E OAK ST,448.5,891
227 N 37TH ST,0,1573
227 POPE ST,5070.22,1424
2273 BEARGRASS AVE,1775.5,1516
228 DELMONT AVE,511.75,1577
228 NORTHWESTERN PKY,0,457
228 W ESPLANADE AVE,93.75,159
229 GLENDORA AVE,406,716
229 TUCKER STATION RD,1426,1373
230 ALPHA AVE,216.5,397
230 E SOUTHERN HEIGHTS AVE,0,1487
230 FAIRMEADE RD,0,456
230 ROCHESTER DR,1167.5,193
230 S 25TH ST,1599.24,1146
230 W BROADWAY,0,108
2300 BOLLING AVE,295.5,682
2300 DUMESNIL ST,2475.5,1170
2300 MAPLE ST,114.74,1047
2300 RATCLIFFE AVE,1706.8,1523
2300 W CHESTNUT ST,2698.06,1534
2300 W GAULBERT AVE,93.75,1087
2300 W KENTUCKY ST,229.47,463
2300 W LEE ST,364.21,961
2300 WOODLAND AVE,3652.74,1585
2301 7TH STREET RD,5213.9,1375
2301 ALGONQUIN PKY,0,536
2301 BRIARGATE ST,1030.72,1248
2301 HOGAN LN,0,809
2301 STEPHAN LN,392.97,1558
2301 TERRIER CT 204,0,1241
2301 W KENTUCKY ST,3842.21,1579
2301 W ORMSBY AVE,597.47,243
2302 MAGAZINE ST,2682.2,1572
2302 MAPLE ST,229.47,1047
2302 W KENTUCKY ST,5426.36,1544
2302 W MADISON ST,3139.42,1534
2302 W MARKET ST,0,1432
2303 GRAND AVE,1486.58,1149
2303 STEPHAN LN,1633.5,500
2303 W CHESTNUT ST,574.5,802
2303 W MADISON ST,841.69,466
2303 WOODLAND AVE,1389.1499999999999,824
2304 DATE ST,433,1474
2304 DIXIE HWY,436,604
2304 GARLAND AVE,383.97,1219
2304 HOWARD ST,432,1376
2304 MAGAZINE ST,482.47,688
2304 MAPLE ST,0,1054
2304 ST LOUIS AVE,301.5,677
2305 BOLLING AVE,0,442
2305 BURWELL AVE,62.5,823
2305 HOWARD ST,781.5,1376
2305 OWEN ST,0,1237
2305 W MADISON ST,818.2,1160
2305 W ORMSBY AVE,682.5699999999999,298
2306 DIXIE HWY,872.75,800
2306 S 35TH ST,1450.55,752
2306 S 37TH ST,1825.71,1160
2306 ST LOUIS AVE,3161.3,3965
2306 W MADISON ST,2643.02,1446
2306 W MARKET ST,594.75,701
2307 CLAYMORE CIR,0,1080
2307 OREGON AVE,93.75,1160
2307 PARKWOOD RD,659,1199
2307 RODMAN ST,350.5,1271
2307 ROWAN ST,2020.44,1545
2307 W MADISON ST,1769.55,940
2307 WOODLAND AVE,0,277
2308 DUMESNIL ST,889.69,270
2308 ELMORE ST,756.5,1551
2308 GARLAND AVE,5604.42,1545
2308 GRAND AVE,569.72,715
2308 W MARKET ST,2664.75,1432
2308 WOODLAND AVE,229.47,352
2309 DEXTER ST,1690.6599999999999,872
2309 HIGH PINE DR,62.5,89
2309 PORTLAND AVE,265.5,417
2309 RATCLIFFE AVE,0,425
2309 W CHESTNUT ST,2108,655
2309 W MADISON ST,2222.7200000000003,1145
2309 W ORMSBY AVE,233,360
231 ALBANY AVE,0,844
231 KENOAK DR,437,1440
2310 DULWORTH DR,525.29,1192
2310 ELMORE ST,364.2,824
2310 PIKES PEAK BLVD,0,1199
2310 RATCLIFFE AVE,687.5,1514
2310 RODMAN ST,7144.75,1556
2310 STANDARD AVE,2355.3,1587
2310 W GAULBERT AVE,3415.49,1501
2310 W KENTUCKY ST,243,233
2310 W MARKET ST,3747.5,1499
2311 HOWARD ST,723,1522
2311 RATCLIFFE AVE,5235.87,1514
2311 ROWAN ST,449.5,1102
2311 W OAK ST,2222.61,1166
2312 DUMESNIL ST,2164.08,785
2312 MAPLE ST,541.4,1061
2312 STANDARD AVE,2213.25,1424
2312 W BROADWAY,229.47,866
2312 W KENTUCKY ST,371.75,1265
2312 W MADISON ST,3585.75,1579
2312 W MARKET ST,3101.5,1499
2313 ALGONQUIN PKY,0,87
2313 BOLLING AVE,5102.72,1543
2313 DULWORTH DR,0,1558
2313 GREENWOOD AVE,1308.24,1020
2313 HOWARD ST,2937.37,1545
2313 PLANTATION DR,0,331
2313 RATCLIFFE AVE,1819.32,534
2313 ST LOUIS AVE,4273.1900000000005,1559
2313 W CHESTNUT ST,223,190
2313 W ORMSBY AVE,203,166
2314 DATE ST,0,827
2314 DUMESNIL ST,0,-Inf
2314 FLUHR LN,0,879
2314 LANDRUM AVE,0,-Inf
2314 MAPLE ST,203,1059
2314 RATCLIFFE AVE,0,1495
2314 W GAULBERT AVE,686.04,1390
2314 W KENTUCKY ST,2109.15,1502
2314 W MARKET ST,3368.7200000000003,1499
2314 WILSON AVE,3572.49,1543
2315 ALLSTON AVE,407.25,800
2315 BOLLING AVE,1499.1599999999999,968
2315 DUNCAN ST,938.5,788
2315 MAGAZINE ST,2337.72,1354
2315 ST LOUIS AVE,2152.62,543
2315 WOODLAND AVE,696.22,647
2316 MAGAZINE ST,3962.78,1432
2316 MAPLE ST,113.44,1228
2316 S 37TH ST,293.5,411
2316 STANDARD AVE,2061.36,1587
2316 W MADISON ST,304.5,1144
2316 W MUHAMMAD ALI BLVD,233,1146
2316 W ORMSBY AVE,2091,1461
2317 DULWORTH DR,431,1558
2317 GARLAND AVE,216.5,484
2317 GREENWOOD AVE,4419.63,1332
2317 HOWARD ST,0,1551
2317 W MADISON ST,0,872
2317 W MUHAMMAD ALI BLVD,62.5,621
2318 ST LOUIS AVE,0,1052
2318 W BURNETT AVE,2422.51,1319
2318 W MADISON ST,3019.64,1125
2319 HOWARD ST,1006.64,1556
2319 PORTLAND AVE,6606.56,1516
2319 W OAK ST,1239.3899999999999,1132
2319 W ORMSBY AVE,1257.29,1279
232 N 20TH ST,2514.75,975
2320 DUMESNIL ST,2292.65,1180
2320 ROWAN ST,130.79,1405
2320 ST LOUIS AVE,676.08,1075
2320 W LEE ST,4122.46,1451
2320 W MUHAMMAD ALI BLVD,551,705
2321 ACKERMAN CT,0,1572
2321 MAGAZINE ST,3280.0099999999998,1384
2321 S 35TH ST,1321.75,432
2321 W KENTUCKY ST,0,1522
2322 BOLLING AVE,0,442
2322 DULWORTH DR,2455,1444
2322 LYTLE ST,4466.79,779
2322 W HILL ST,0,72
2322 W KENTUCKY ST,354.75,507
2322 W LEE ST,671.25,831
2322 W MADISON ST,4384.99,1538
2322 W MUHAMMAD ALI BLVD,4331.76,1529
2323 MAPLE ST,919.38,1228
2323 MONTGOMERY ST,3515.05,1577
2323 ROWAN ST,4178.89,1479
2323 W ORMSBY AVE,510.75,298
2324 ALICE KAY DR,1834,1578
2324 DIXDALE AVE,710,1004
2324 OREGON AVE,324.75,423
2324 ST LOUIS AVE,889.52,1075
2324 W BROADWAY,727.94,67
2324 W ORMSBY AVE,95.75,1381
2325 ACKERMAN CT,3890.25,1516
2325 MAPLE ST,203,1059
2325 W BURNETT AVE,541.25,1419
2325 W OAK ST,468,1461
2325 W ORMSBY AVE,0,670
2325 WOODLAND AVE,229,534
2326 BOLLING AVE,0,442
2326 COLUMBIA ST,4654.46,1480
2326 GREENWOOD AVE,62.5,96
2326 GRIFFITHS AVE,0,1258
2326 LYTLE ST,1862.97,1569
2326 MAPLE ST,216.5,382
2326 W GAULBERT AVE,138.25,380
2326 W MUHAMMAD ALI BLVD,4575.02,1388
2327 GREENWOOD AVE,4479.25,1492
2327 MAGAZINE ST,0,467
2327 MAPLE ST,62.5,1019
2327 MONTGOMERY ST,0,1188
2327 W BURNETT AVE,0,1419
2327 W GAULBERT AVE,0,641
2327 W HILL ST,203,534
2328 GREENWOOD AVE,942.5,694
2328 MAPLE ST,649.25,144
2328 ROWAN ST,2598.65,1333
2328 ST LOUIS AVE,309,144
2329 CEDAR ST,4651.4,1472
2329 DUMESNIL ST,2591.75,1452
2329 MAGAZINE ST,1223.5,848
2329 MAPLE ST,0,1059
233 N 26TH ST 101,1676.45,940
233 N 26TH ST 201,876.84,940
233 S SHAWNEE TER,1582.72,1452
2330 ST LOUIS AVE,301.5,831
2330 W LEE ST,2041.97,1222
2330 W MADISON ST,2219.17,1446
2331 CEDAR ST,236.5,369
2331 DUMESNIL ST,3462.5,1452
2331 HALE AVE,388,870
2331 MAGAZINE ST,268,743
2331 W BURNETT AVE,512.5,1543
2331 W CHESTNUT ST,2950.34,1412
2331 W LEE ST,125,1005
2332 MAGAZINE ST,2196.14,822
2332 W MADISON ST,2649.5,1433
2333 ACKERMAN CT,2964.17,1503
2333 MAGAZINE ST,334.5,743
2333 MONTGOMERY ST,93.75,726
2333 PAYNE ST,0,1202
2333 ROWAN ST,3090.2200000000003,1479
2333 W CHESTNUT ST,537.5,355
2333 W GAULBERT AVE,2752.13,1481
2333 W MUHAMMAD ALI BLVD,0,74
2334 W BURNETT AVE,1186.5,730
2334 W MADISON ST,4243.71,1543
2335 W HILL ST,1474.72,1562
2335 W MADISON ST,688.7,757
2335 W MARKET ST,281.5,757
2336 EDDY ST,64.5,1503
2336 ST LOUIS AVE,354.75,388
2336 STANDARD AVE,108.25,548
2336 W MADISON ST,5126.81,1527
2337 CEDAR ST,0,352
2337 MAGAZINE ST,3522.6,1382
2337 W LEE ST,2489.61,1109
2337 W MARKET ST,1747.33,1424
2338 W MADISON ST,1083.07,1527
2339 DATE ST,0,1356
2339 GRAND AVE,62.5,68
234 S 25TH ST,2468.43,1584
2341 W MUHAMMAD ALI BLVD,1205.33,1508
2341 W OAK ST,0,-Inf
2343 W CHESTNUT ST,3115.94,1577
2343 W MUHAMMAD ALI BLVD 1,3388.86,1508
2345 MAGAZINE ST,946,1496
2345 W MADISON ST,354.75,187
2345 W MUHAMMAD ALI BLVD,982.75,1353
2346 W MADISON ST,443,1236
2347 W MADISON ST,1461.72,1445
235 OTTAWA AVE,1117.62,1153
235 S SHAWNEE TER,1866.02,1187
236 ELDORADO AVE,324.75,711
236 GLENDORA AVE,0,-Inf
236 S 41ST ST,1534,1585
237 HALDEMAN AVE,0,1186
239 GLENDORA AVE,0,1152
24 NICHOLS DR,0,1563
2400 ELLIOTT AVE,2839.25,1468
2400 ELMHURST AVE,967.5,1131
2400 GRIFFITHS AVE,3229.54,1584
2400 LYTLE ST,0,1369
2400 MONTGOMERY ST,473,579
2400 ROWAN ST,229.47,729
2400 W MARKET ST,62.5,935
2401 CRITTENDEN DR,935.83,1538
2401 DUNCAN ST,0,1416
2401 ELLIOTT AVE,3946.61,1473
2401 PIKES PEAK BLVD,1133.25,1585
2401 W BROADWAY,149.75,88
2402 ELLIOTT AVE,1233.25,1468
2402 MAGAZINE ST,4283.17,1496
2402 PARLIAMENT CT,741.5,719
2402 W CHESTNUT ST,3454.25,1382
2402 W MADISON ST,2934.74,1501
2403 DUMESNIL ST,2706.13,1454
2403 ELLIOTT AVE,216.5,297
2403 GARLAND AVE,640.3,1284
2403 KINGS CROSS CT,458.94,1186
2403 MONTGOMERY ST,6896.43,1509
2403 W MARKET ST,108.25,1020
2404 BANK ST,228.38,1545
2404 BURWELL AVE,1097.58,1479
2404 DUNCAN ST,537.5,1221
2404 EMIL AVE,1308.5,1437
2404 W MADISON ST,3530,1501
2405 DUMESNIL ST,2265.91,1452
2405 PORTLAND AVE,0,418
2405 ROWAN ST,3507.91,1465
2405 W CHESTNUT ST,0,1584
2406 AVALON ST,1154.94,1514
2406 MERCER AVE,439,1375
2406 S 35TH ST,2212.75,1523
2406 ST XAVIER ST,537.75,1418
2407 BANK ST,3733.19,1383
2407 HIGH PINE DR,1692.83,340
2407 MAPLE ST,0,970
2407 MERCER AVE,606.25,856
2407 ROWAN ST,2988.89,1465
2408 CEDAR ST,1012.62,1486
2408 DUNCAN ST,498,722
2408 ELMORE ST,363.97,824
2408 ROCKFORD LN,266.15,838
2409 DUNCAN ST,3638.44,1412
2409 MAPLE ST,0,1151
2409 MERCER AVE,236.5,333
2409 ST XAVIER ST,907.36,1403
2409 TUCKER STATION RD,209.28,159
241 S 39TH ST,4086.13,1453
2410 AVALON ST,78.5,1521
2410 ELMORE ST,498,1375
2410 LAMAR AVE,0,1522
2410 MAGAZINE ST,1732.5,1481
2410 ST XAVIER ST,1171.25,1221
2410 W JEFFERSON ST,2255.46,1410
2410 W MADISON ST,1883.42,1440
2410 WACO CT,0,1495
2411 CHADFORD WAY,0,-Inf
2411 MAPLE ST,203,1059
2411 MONTGOMERY ST,3837.19,1328
2411 PARKWOOD RD,0,1188
2411 VINEDALE AVE,485.29,1179
2411 W MUHAMMAD ALI BLVD,537.5,18
2412 CEDAR ST,2080.75,1437
2412 DUMESNIL ST,7357.95,1515
2412 DUNDEE RD,1629.32,983
2412 MAGAZINE ST,101.5,848
2412 MONTGOMERY ST,0,397
2412 ST XAVIER ST,6266.34,1244
2413 ELMORE ST,1350.75,1066
2413 W BROADWAY,367,471
2413 W MUHAMMAD ALI BLVD 1,62.5,885
2414 GARLAND AVE,2458.7599999999998,1353
2414 LAMAR AVE,93.75,82
2414 LYTLE ST,0,522
2414 MONTGOMERY ST,1035.9099999999999,388
2414 PORTLAND AVE,1150.9,1110
2415 DUNCAN ST,1211.69,1052
2415 ELLIOTT AVE,537.5,1272
2415 ELMHURST AVE,324.75,689
2415 GARLAND AVE,4508.56,1382
2415 LYTLE ST,2660.99,1501
2415 MAPLE ST,561.83,1185
2415 MONTGOMERY ST,1647.97,746
2415 PORTLAND AVE,552.5,1487
2416 AVALON ST,3122.83,1370
2416 ELLIOTT AVE,4146.5,1481
2416 GARLAND AVE,2637.25,1545
2416 W CHESTNUT ST,2754.95,1412
2417 CEDAR ST,2330.85,1479
2417 DUNCAN ST,1818.08,1403
2417 ELLIOTT AVE,3055.45,1311
2417 MAPLE ST,369.2,1564
2417 PORTLAND AVE,1853,381
2418 BLEVINS GAP RD,900.25,1377
2418 DONNA RD,4426.8099999999995,1572
2418 DUMESNIL ST,2822.41,1515
2419 BANK ST,4137.99,1349
2419 ELLIOTT AVE,1250.25,936
2419 FARNSLEY RD,0,1151
2419 PORTLAND AVE,531.5,1438
2420 CEDAR ST,588.08,152
2420 ELLIOTT AVE,5546.58,1535
2420 ST XAVIER ST,4778.89,1472
2420 W MUHAMMAD ALI BLVD,2127.75,1237
2421 DUNCAN ST,62.5,233
2421 ELLIOTT AVE,3333.07,1479
2421 LAMBORNE BLVD,649.5,1208
2421 ST XAVIER ST,3033.22,1403
2422 CEDAR ST,0,1067
2423 CEDAR ST,972.05,1437
2423 ELLIOTT AVE,1594.08,1473
2423 MAPLE ST,246.5,1101
2423 ST XAVIER ST,2838.97,1472
2424 GRIFFITHS AVE,1953.17,1433
2424 W MUHAMMAD ALI BLVD,2574.89,1221
2425 CEDAR ST,1057.9,1404
2425 DUNCAN ST,0,1152
2425 ELLIOTT AVE,674.75,822
2425 SLEVIN ST,4728.29,1474
2427 GRIFFITHS AVE,3705.5,850
2427 MAPLE ST,0,1059
2427 ST XAVIER ST,5060.22,1472
2427 W CHESTNUT ST,228.4,158
2428 ELLIOTT AVE,1109.74,1473
2429 MAPLE ST,1984.38,1299
2429 PORTLAND AVE,2648.72,1562
2429 W BROADWAY,4895.35,1538
243 S 39TH ST,3303.07,1453
2430 DONNA RD,4769,1495
2430 PORTLAND AVE,0,263
2431 LAMBORNE BLVD,0,1528
2431 MAPLE ST,246.5,1101
2431 MONTGOMERY ST,5864.71,1535
2431 SLEVIN ST,4000.75,1474
2431 W MAIN ST,500.72,96329
2433 CEDAR ST,1962.19,1403
2433 MONTGOMERY ST,3806.2,1516
2434 ELLIOTT AVE,795.5,158
2435 ELLIOTT AVE,7185.08,1479
2436 ELLIOTT AVE,3246.22,1473
2436 GRIFFITHS AVE,0,753
2437 ELLIOTT AVE,667.25,1473
2437 GRIFFITHS AVE,359.75,702
2437 PARKDALE AVE,556.75,521
2438 BANK ST,2119.93,1128
2438 ELLIOTT AVE,3730.15,1291
244 GLENDORA AVE,1626.5,1398
2440 BANK ST,0,404
2445 LINDBERGH DR,0,1150
2447 SLEVIN ST,0,702
245 S 41ST ST,2297.01,1276
246 GLENDORA AVE,62.5,842
246 S 41ST ST,4658.65,1571
2465 LINDBERGH DR,328.75,1073
250 THOMPSON AVE,0,-Inf
2500 DORA DR,571,1199
2500 FRANKLIN AVE,1810.6100000000001,1551
2500 HOWARD ST,3611,1545
2500 MONTGOMERY ST,0,1188
2500 ST CECILIA ST,506.86,120
2501 HOWARD ST,223,1025
2501 MAGAZINE ST,374.2,319
2501 MAPLE ST,0,760
2501 PORTLAND AVE,2684.73,1132
2501 STANDARD AVE,0,1492
2501 W CHESTNUT ST,0,1556
2502 ELLIOTT AVE,668.75,841
2502 GRANVILLE WAY,0,1151
2502 MAGAZINE ST,2277.44,1305
2502 OWEN ST,1243,1438
2502 ST CECILIA ST,4619,1472
2502 W JEFFERSON ST,2898.41,1326
2502 W MAIN ST,0,1465
2503 CEDAR ST,993,724
2503 ELLIOTT AVE,0,744
2503 W CHESTNUT ST,1507.06,710
2503 W MUHAMMAD ALI BLVD,0,-Inf
2504 CEDAR ST,144.74,318
2504 CLEVELAND AVE,203,472
2504 FUREEN DR,93.75,194
2504 GARLAND AVE,5383.4,1579
2504 MAGAZINE ST,902.41,1221
2504 W MUHAMMAD ALI BLVD,0,-Inf
2505 DUMESNIL ST,0,1391
2505 GARLAND AVE,3617.7799999999997,1545
2505 GRAND AVE,1286.61,1425
2505 GREENWOOD AVE,0,1585
2505 PIRTLE ST,878.29,705
2505 SLEVIN ST,2136.75,1543
2505 W CHESTNUT ST,0,86
2505 W HILL ST,0,695
2505 W MARKET ST,2559.88,1064
2506 BOLLING AVE,3538.08,1285
2506 BRADLEY AVE,444.25,1402
2506 HALE AVE,2386.67,901
2506 HIKES LN,0,1517
2506 ROWAN ST,4107.54,1333
2507 DATE ST,463,1013
2507 ELLIOTT AVE,344.5,158
2507 GARLAND AVE,3138.39,1545
2508 DORMA AVE,0,843
2508 MAGAZINE ST,0,803
2509 BOLLING AVE,807.5,23
2509 ELLIOTT AVE,2935.95,1481
2509 GRAND AVE,2312.32,1149
2509 W CHESTNUT ST,236.5,1230
2509 W MAIN ST,1396.75,1108
2509 W MARKET ST,350.25,733
2509 W MUHAMMAD ALI BLVD,0,1171
2509 WALBROOK DR,0,110
251 ELDORADO AVE,216.5,425
2510 COLUMBIA ST,3363.41,796
2510 ELLIOTT AVE,2607.57,1256
2510 GUELAT AVE,0,296
2510 MAGAZINE ST,1216.25,1433
2510 W JEFFERSON ST,5026.91,1403
2510 W MAIN ST,3390.7200000000003,778
2511 CROP ST,107.9,290
2511 ELLIOTT AVE,1033.25,1397
2511 GRAND AVE,2359.64,1151
2511 SLEVIN ST,225.5,1528
2511 ST XAVIER ST,0,479
2511 STANDARD AVE,807,801
2511 THOMAS AVE,0,348
2511 WOODLAND AVE,194,327
2512 COLUMBIA ST,296.25,484
2512 ELLIOTT AVE,883.27,110
2512 GARFIELD AVE,2622.3,1346
2512 MAGAZINE ST,0,1348
2512 OWEN ST,140,116
2512 ROWAN ST,773.25,1103
2512 S 4TH ST 1,1065.29,1292
2512 ST XAVIER ST,62.5,101
2512 W CHESTNUT ST,112,401
2512 W JEFFERSON ST,6180.92,1447
2512 WILSON AVE,268,123
2513 ADRIENNE WAY,490.75,1061
2513 ELLIOTT AVE,3969.5,1472
2513 ROWAN ST,374.4,878
2513 WOODLAND AVE,239.75,327
2514 COLUMBIA ST,188,484
2514 CORNWALL ST,4285.41,1369
2514 ELLIOTT AVE,998.19,319
2514 GARFIELD AVE,1089.7,1311
2514 GARLAND AVE,536,1013
2514 S 4TH ST 1,2704.49,1279
2515 ROWAN ST,640.5,1412
2515 SLEVIN ST,1321.25,1473
2515 ST XAVIER ST,216.5,655
2515 W CHESTNUT ST,701.18,452
2516 GARLAND AVE,865.5,1305
2516 S 4TH ST,3028.78,1555
2516 WILSON AVE,2050.24,1184
2516 WOODLAND AVE,509.49,647
2517 DATE ST,422.29,450
2517 ELLIOTT AVE,0,1237
2517 PORTLAND AVE,0,60
2518 GRIFFITHS AVE,3696.18,1153
2518 S 4TH ST,2748.5,1523
2518 W JEFFERSON ST,3706.88,1410
2518 W KENTUCKY ST,304.5,1067
2519 ELLIOTT AVE,2666,1527
2519 ST XAVIER ST,2775.06,936
2519 W MUHAMMAD ALI BLVD,0,74
2520 ELLIOTT AVE,2807.715,1479
2520 S 4TH ST,0,970
2520 W MUHAMMAD ALI BLVD,819.4,1416
2521 CEDAR ST,384.72,498
2521 W MAIN ST,93.75,1220
2522 ELLIOTT AVE,1537,1572
2522 GILLIGAN ST,2346.42,1311
2522 LAMBORNE BLVD,0,719
2522 ST CECILIA ST,635.25,1468
2522 W JEFFERSON ST,0,472
2522 W MUHAMMAD ALI BLVD,741.5,1307
2522 WILSON AVE,0,228
2523 ELLIOTT AVE,1435.5,1472
2523 ST CECILIA ST,1277.5,1306
2523 ST XAVIER ST,2139.12,1034
2524 WOODLAND AVE,801.47,424
2525 DATE ST,498,827
2525 DUNCAN ST,2448.9500000000003,1481
2525 HALE AVE,408,870
2525 ROWAN ST,0,362
2525 SLEVIN ST,2399.44,1473
2525 ST CECILIA ST,892,1306
2525 W CHESTNUT ST,3512.97,1501
2526 CEDAR ST,114.74,722
2526 GILLIGAN ST,433,698
2526 W MAIN ST,1065.25,4924
2527 DATE ST,0,827
2527 DUNCAN ST,2881.2200000000003,1227
2527 SLEVIN ST,0,1474
2527 W MARKET ST,2740.11,1402
2528 W MAIN ST,537.5,802
2528 W MUHAMMAD ALI BLVD,114.74,121
2529 ELLIOTT AVE,0,1388
2529 W MARKET ST,2436.08,1402
2530 DUNCAN ST,604.25,1465
2530 OWEN ST,0,1109
2530 W MUHAMMAD ALI BLVD,1761.49,1146
2531 ROWAN ST,1463.75,1102
2532 COLUMBIA ST,3098.2200000000003,1465
2532 GRIFFITHS AVE,730.75,159
2532 W MAIN ST,0,778
2532 W MUHAMMAD ALI BLVD,387.38,1145
2533 ST XAVIER ST,0,1061
2534 ST CECILIA ST,0,800
2534 W JEFFERSON ST,63974.75,1403
2535 DUNCAN ST,5077.22,1293
2535 W MAIN ST,1914.25,778
2536 GRIFFITHS AVE,0,1487
2536 VERONICA DR,286,1013
2536 W BURNETT AVE,817.18,1564
2537 GARLAND AVE,3051.61,1573
2537 OWEN ST,537.54,1306
2538 MAGAZINE ST,3259.79,1348
2538 ST CECILIA ST,923,1479
2539 DUNCAN ST,2896.14,1412
2539 ROWAN ST,3914.3,1465
2541 OWEN ST,101.32,256
2542 ST CECILIA ST,108.25,37
2543 DUNCAN ST,97.88,1138
2543 OWEN ST,468.07,51
